City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Olafsvik,IS,64.8945,-23.7142,45.7,84,100,27.02,scattered clouds
338,Malpe,IN,13.35,74.7167,83.5,82,82,9.37,scattered clouds
339,Porto De Moz,BR,-1.7483,-52.2383,73.45,89,35,3.98,scattered clouds
340,Lethem,GY,3.3803,-59.7968,77.27,73,68,3.58,scattered clouds
341,Baker City,US,44.7749,-117.8344,59.65,58,0,6.91,scattered clouds
342,Awjilah,LY,29.1081,21.2869,68.34,78,0,8.23,scattered clouds
343,Banna,PH,17.98,120.655,86.95,70,20,6.91,scattered clouds
344,Kiunga,PG,-6.1219,141.2906,91.11,55,95,4.27,scattered clouds
345,Umba,RU,66.6871,34.3429,42.04,85,100,7.18,scattered clouds
346,Ferme-Neuve,CA,46.7001,-75.4493,41.9,65,100,3.18,scattered clouds
347,Tanout,NE,14.9709,8.8879,84.72,24,87,4.34,scattered clouds
348,Kantang,TH,7.4054,99.5156,88.99,99,20,2.3,scattered clouds
349,Brae,GB,60.3964,-1.353,55.45,92,100,25.84,scattered clouds
350,Charters Towers,AU,-20.1,146.2667,82.13,48,96,15.46,scattered clouds
351,Fort-Shevchenko,KZ,44.5086,50.263,60.96,34,6,20.89,scattered clouds
352,Pucallpa,PE,-8.3791,-74.5539,77.04,94,40,2.3,scattered clouds
353,Nioro,GM,13.35,-15.75,74.86,95,100,2.42,scattered clouds
354,Enumclaw,US,47.2043,-121.9915,66.18,79,0,1.01,scattered clouds
355,Kruisfontein,ZA,-34.0033,24.7314,54.88,79,61,9.17,scattered clouds
356,Kavieng,PG,-2.5744,150.7967,85.64,65,100,10.07,scattered clouds
357,Shenjiamen,CN,29.9576,122.298,74.95,87,86,23.91,scattered clouds
358,Coihaique,CL,-45.5752,-72.0662,47.01,76,0,2.3,scattered clouds
359,Hami,CN,42.8,93.45,59.34,10,45,6.02,scattered clouds
360,Zhangjiakou,CN,40.81,114.8794,44.01,20,0,9.62,scattered clouds
361,Herat,AF,34.5,62.0,68.54,16,0,0.87,scattered clouds
362,Liberty,US,31.8335,-81.5004,61.05,92,0,3.0,scattered clouds
363,Kutum,SD,14.2,24.6667,75.13,26,77,8.01,scattered clouds
364,Babu,CN,24.4167,111.5167,95.13,39,1,2.01,scattered clouds
365,Beringovskiy,RU,63.05,179.3167,37.71,68,91,7.2,scattered clouds
366,Zhovti Vody,UA,48.3473,33.5003,49.64,79,58,10.69,scattered clouds
367,Najran,SA,17.4924,44.1277,66.85,16,0,3.11,scattered clouds
368,Cururupu,BR,-1.8283,-44.8683,75.63,85,21,5.08,scattered clouds
369,Qandala,SO,11.472,49.8728,87.78,47,100,5.66,scattered clouds
370,Saint-Pierre,RE,-21.3393,55.4781,74.88,67,0,3.44,scattered clouds
371,Kjopsvik,NO,68.097,16.3742,37.27,80,60,5.01,scattered clouds
372,Roald,NO,62.5833,6.1333,58.33,82,40,8.05,scattered clouds
373,Talnakh,RU,69.4865,88.3972,33.21,93,100,22.55,scattered clouds
374,Bubaque,GW,11.2833,-15.8333,81.48,75,100,9.93,scattered clouds
375,Esmeraldas,BR,-19.7625,-44.3139,65.26,90,33,2.15,scattered clouds
376,Phuket,TH,8.0,98.25,85.08,79,40,9.22,scattered clouds
377,La Ronge,CA,55.1001,-105.2842,39.42,93,0,0.0,scattered clouds
378,Ulaanbaatar,MN,47.9077,106.8832,32.13,40,0,8.95,scattered clouds
379,Wenling,CN,28.3669,121.36,84.24,72,8,5.77,scattered clouds
380,Ahuimanu,US,21.4447,-157.8378,80.31,69,100,14.97,scattered clouds
381,Tokur,RU,53.1333,132.9,29.05,40,100,6.73,scattered clouds
382,Wanganui,NZ,-39.9333,175.05,58.24,59,9,10.89,scattered clouds
383,Ahipara,NZ,-35.1667,173.1667,59.77,77,82,12.53,scattered clouds
384,Cooma,AU,-36.2333,149.1333,64.33,40,91,4.21,scattered clouds
385,Tiznit,MA,29.5833,-9.5,74.61,28,5,1.5,scattered clouds
386,Yaan,NG,7.3833,8.5667,71.01,97,100,5.41,scattered clouds
387,North Bend,US,43.4065,-124.2243,58.91,93,100,3.44,scattered clouds
388,Ribeira Brava,PT,32.65,-17.0667,70.43,64,44,3.06,scattered clouds
389,Fuxin,CN,42.0156,121.6589,48.88,17,0,16.13,scattered clouds
390,Korla,CN,41.7597,86.1469,55.89,17,100,1.43,scattered clouds
391,Fortuna,US,40.5982,-124.1573,58.66,81,27,4.16,scattered clouds
392,Tilichiki,RU,60.4667,166.1,37.45,79,100,4.72,scattered clouds
393,Karonga,MW,-9.9333,33.9333,70.81,60,6,4.81,scattered clouds
394,Tubuala,PA,9.5167,-79.0333,81.23,82,74,8.9,scattered clouds
395,Dali,CN,25.7,100.1833,69.73,76,96,3.0,scattered clouds
396,Damghan,IR,36.1683,54.348,72.93,25,0,1.03,scattered clouds
397,Skibbereen,IE,51.55,-9.2667,61.11,96,100,24.36,scattered clouds
398,Kaeo,NZ,-35.1,173.7833,65.32,74,76,6.8,scattered clouds
399,Fereydun Kenar,IR,36.6864,52.5225,76.21,65,2,7.81,scattered clouds
400,Shirokiy,RU,49.758,129.523,39.81,37,56,15.73,scattered clouds
401,Aranjuez,ES,40.0311,-3.6025,69.24,34,16,3.36,scattered clouds
402,Sangar,RU,63.9242,127.4739,30.38,54,75,6.51,scattered clouds
403,Busayra,JO,30.7376,35.6078,64.11,68,0,0.83,scattered clouds
404,Byron Bay,AU,-28.65,153.6167,73.94,56,16,9.22,scattered clouds
405,Starobaltachevo,RU,56.0013,55.9213,46.78,49,19,8.59,scattered clouds
406,Maraba,BR,-5.3686,-49.1178,75.38,94,52,0.0,scattered clouds
407,Ternate,ID,0.8,127.4,84.63,67,100,2.71,scattered clouds
408,Daru,PG,-9.0763,143.2092,83.05,83,83,14.7,scattered clouds
409,Taltal,CL,-25.4,-70.4833,55.17,81,16,2.35,scattered clouds
410,Roebourne,AU,-20.7833,117.1333,82.26,39,0,13.35,scattered clouds
411,Maldonado,UY,-34.6667,-54.9167,52.23,89,41,2.57,scattered clouds
412,Meulaboh,ID,4.1363,96.1285,78.8,82,95,2.71,scattered clouds
413,Portland,US,45.5234,-122.6762,71.2,73,0,3.44,scattered clouds
414,Erdenet,MN,49.0333,104.0833,35.92,20,0,4.88,scattered clouds
415,De Aar,ZA,-30.6497,24.0123,52.16,45,45,7.4,scattered clouds
416,Grand Gaube,MU,-20.0064,57.6608,74.37,67,1,7.0,scattered clouds
417,Sao Filipe,CV,14.8961,-24.4956,78.78,79,100,7.56,scattered clouds
418,Clifton,US,40.8584,-74.1638,48.9,88,100,14.97,scattered clouds
419,Riyadh,SA,24.6877,46.7219,75.34,23,0,3.11,scattered clouds
420,Barra Patuca,HN,15.8,-84.2833,77.9,80,100,2.86,scattered clouds
421,Llanes,ES,43.4198,-4.7549,66.49,69,0,2.15,scattered clouds
422,Cachoeira Do Sul,BR,-30.0392,-52.8939,47.23,93,1,4.29,scattered clouds
423,Tadine,NC,-21.55,167.8833,72.75,60,0,16.06,scattered clouds
424,Cap Malheureux,MU,-19.9842,57.6142,74.46,67,0,7.0,scattered clouds
425,Aklavik,CA,68.2191,-135.0107,23.99,93,50,7.94,scattered clouds
426,Mgandu,TZ,-5.95,34.1333,59.31,57,44,7.9,scattered clouds
427,Prince Rupert,CA,54.3161,-130.3201,53.29,94,20,13.8,scattered clouds
428,Gambela,ET,8.25,34.5833,69.87,96,100,0.94,scattered clouds
429,Oytal,KZ,42.9057,73.2697,59.68,41,20,4.09,scattered clouds
430,Kendari,ID,-3.945,122.4989,87.62,60,56,5.03,scattered clouds
431,Victoria,HK,22.2855,114.1577,90.03,73,2,5.99,scattered clouds
432,Lorengau,PG,-2.0226,147.2712,86.2,67,57,10.6,scattered clouds
433,Traipu,BR,-9.9706,-37.0033,65.12,93,17,2.98,scattered clouds
434,Qasigiannguit,GL,68.8193,-51.1922,32.25,76,48,6.11,scattered clouds
435,Surt,LY,31.2089,16.5887,76.42,66,100,12.86,scattered clouds
436,Chara,RU,56.9064,118.2631,28.49,56,99,4.34,scattered clouds
437,Bhinmal,IN,25.0,72.25,84.22,47,2,5.3,scattered clouds
438,Aksay,RU,47.26,39.87,59.25,73,90,15.99,scattered clouds
439,Whitehorse,CA,60.7161,-135.0538,47.17,64,40,12.66,scattered clouds
440,Nizhnyaya Omka,RU,55.4338,74.9426,39.7,54,93,9.31,scattered clouds
441,Bow Island,CA,49.8668,-111.3684,53.78,82,47,9.22,scattered clouds
442,Iwamizawa,JP,43.2003,141.7597,66.25,94,100,12.17,scattered clouds
443,Colesberg,ZA,-30.72,25.0972,52.77,64,93,7.72,scattered clouds
444,Mamlyutka,KZ,54.9375,68.5394,41.02,43,62,10.09,scattered clouds
445,Lakhipur,IN,26.0299,90.3041,78.13,89,100,8.55,scattered clouds
446,Avera,US,33.194,-82.5271,53.65,80,3,4.76,scattered clouds
447,Ushibuka,JP,32.1906,130.0228,79.99,81,90,12.5,scattered clouds
448,Bumba,CD,2.1833,22.4667,68.34,98,97,1.14,scattered clouds
449,Zhezkazgan,KZ,47.8043,67.7144,39.18,35,0,15.66,scattered clouds
450,Dunedin,NZ,-45.8742,170.5036,49.66,80,98,15.08,scattered clouds
451,Vrangel,RU,42.7297,133.0839,51.37,35,75,20.24,scattered clouds
452,Kvitok,RU,56.0724,98.4813,30.09,85,100,0.81,scattered clouds
453,Kerema,PG,-7.9631,145.7785,85.12,76,30,11.16,scattered clouds
454,Vostok,RU,46.4856,135.8833,33.76,52,65,15.7,scattered clouds
455,Tahta,EG,26.7693,31.5021,74.55,49,0,9.48,scattered clouds
456,Cabo San Lucas,MX,22.8909,-109.9124,83.5,73,1,5.3,scattered clouds
457,Vaxjo,SE,56.8777,14.8091,41.05,100,4,5.75,scattered clouds
458,Halifax,CA,44.6453,-63.5724,43.5,89,0,0.4,scattered clouds
459,Bemidji,US,47.4736,-94.8803,60.91,82,100,0.0,scattered clouds
460,Khromtau,KZ,50.2503,58.4347,39.6,32,0,9.64,scattered clouds
461,Codrington,AU,-38.2667,141.9667,54.3,74,100,17.65,scattered clouds
462,Wanaka,NZ,-44.7,169.15,56.1,46,78,14.0,scattered clouds
463,Pemberton,CA,50.3164,-122.8027,66.69,65,0,2.59,scattered clouds
464,Shimoda,JP,34.6667,138.95,84.11,71,54,14.38,scattered clouds
465,Crossville,US,35.949,-85.0269,51.94,89,0,4.61,scattered clouds
466,Tateyama,JP,34.9833,139.8667,83.1,71,51,21.92,scattered clouds
467,Pacific Grove,US,36.6177,-121.9166,64.08,84,0,17.0,scattered clouds
468,Siderno,IT,38.2779,16.302,62.33,78,82,5.03,scattered clouds
469,Gariaband,IN,20.635,82.0614,81.52,72,98,5.01,scattered clouds
470,Lake Cowichan,CA,48.825,-124.0546,63.05,74,1,2.95,scattered clouds
471,Sobolevo,RU,54.4299,31.8996,36.25,97,100,12.5,scattered clouds
472,Zapolyarnyy,RU,69.4154,30.8136,33.08,88,99,2.3,scattered clouds
473,Kathmandu,NP,27.7167,85.3167,71.82,88,75,3.44,scattered clouds
474,Kaspiyskiy,RU,45.3929,47.3707,66.61,83,98,13.24,scattered clouds
475,Hay River,CA,60.8156,-115.7999,40.98,87,77,0.0,scattered clouds
476,Polonnaruwa,LK,7.9333,81.0,90.34,47,100,12.21,scattered clouds
477,Goderich,CA,43.7501,-81.7165,45.91,93,33,4.61,scattered clouds
478,Filadelfia,US,39.9523,-75.1638,48.31,93,100,14.97,scattered clouds
479,Baykit,RU,61.67,96.37,34.47,66,55,4.9,scattered clouds
480,Batticaloa,LK,7.7102,81.6924,84.7,58,100,4.38,scattered clouds
481,Rawson,AR,-43.3002,-65.1023,59.18,63,100,18.3,scattered clouds
482,Antofagasta,CL,-23.65,-70.4,56.48,82,21,3.31,scattered clouds
483,Shakawe,BW,-18.3667,21.85,65.41,22,0,3.02,scattered clouds
484,Alice Springs,AU,-23.7,133.8833,88.21,40,40,14.97,scattered clouds
485,Coos Bay,US,43.3665,-124.2179,58.98,93,100,3.44,scattered clouds
486,Bundaberg,AU,-24.85,152.35,74.21,48,1,3.0,scattered clouds
487,Linares,CL,-35.85,-71.6,45.66,84,80,1.74,scattered clouds
488,Padang,ID,-0.9492,100.3543,82.45,85,100,5.77,scattered clouds
489,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.05,93,95,6.55,scattered clouds
490,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.41,84,54,10.69,scattered clouds
491,Boyolangu,ID,-8.1181,111.8935,82.09,69,95,8.52,scattered clouds
492,Ramona,US,33.0417,-116.8681,70.84,84,0,5.75,scattered clouds
493,Corrente,BR,-3.7367,-43.3394,74.34,83,34,6.38,scattered clouds
494,Nobres,BR,-14.7203,-56.3275,76.98,77,87,2.57,scattered clouds
495,Portsmouth,GB,50.799,-1.0913,60.91,90,84,8.01,scattered clouds
496,Saint Anthony,US,45.0205,-93.218,64.76,60,0,6.91,scattered clouds
497,Rodrigues Alves,BR,-7.738,-72.6509,75.4,83,19,2.08,scattered clouds
498,Alihe,CN,50.5667,123.7167,39.49,25,50,11.65,scattered clouds
499,Udachnyy,RU,66.4167,112.4,25.45,62,55,6.64,scattered clouds
500,Mpika,ZM,-11.8343,31.4529,59.11,59,3,4.63,scattered clouds
501,Huarmey,PE,-10.0681,-78.1522,62.08,86,41,9.13,scattered clouds
502,Kulim,MY,5.365,100.5618,85.55,68,99,3.06,scattered clouds
503,Pryazha,RU,61.6926,33.6216,42.03,94,65,7.23,scattered clouds
504,Yumen,CN,40.2833,97.2,50.94,33,0,21.81,scattered clouds
505,Mwinilunga,ZM,-11.7358,24.4293,60.48,39,1,4.29,scattered clouds
506,Inhambane,MZ,-23.865,35.3833,75.18,88,40,6.91,scattered clouds
507,Durazno,UY,-33.4131,-56.5006,42.3,94,46,7.9,scattered clouds
508,La Rioja,ES,42.25,-2.5,46.18,55,55,6.15,scattered clouds
509,Bud,US,39.447,-86.1758,51.98,75,0,6.8,scattered clouds
510,Port-Gentil,GA,-0.7193,8.7815,77.18,83,100,9.8,scattered clouds
511,Puerto Madryn,AR,-42.7692,-65.0385,59.22,63,100,18.1,scattered clouds
512,Pringsewu,ID,-5.3582,104.9744,84.09,68,93,5.03,scattered clouds
513,Karratha,AU,-20.7377,116.8463,83.43,34,0,12.88,scattered clouds
514,Huangchuan,CN,32.1272,115.0394,54.18,81,100,17.9,scattered clouds
515,Porbandar,IN,21.6422,69.6093,84.18,74,20,10.36,scattered clouds
516,Casambalangan,PH,18.3765,122.1274,86.14,70,22,5.84,scattered clouds
517,Ostrovnoy,RU,68.0531,39.5131,39.7,75,100,6.85,scattered clouds
518,Dingle,PH,10.9995,122.6711,86.67,71,100,7.23,scattered clouds
519,Quang Ngai,VN,15.1167,108.8,85.15,72,81,5.61,scattered clouds
520,Hailar,CN,49.2,119.7,40.26,18,1,14.32,scattered clouds
521,Beian,NO,63.6559,9.5683,51.01,93,75,14.97,scattered clouds
522,Parabel,RU,58.6978,81.4825,37.81,60,100,12.1,scattered clouds
523,Mandalgovi,MN,45.7625,106.2708,34.25,27,0,11.16,scattered clouds
524,Martapura,ID,-3.4167,114.85,82.49,83,40,6.91,scattered clouds
525,Monterey,US,36.2505,-121.2516,62.19,71,0,7.94,scattered clouds
526,Dafeng,CN,23.4517,108.5881,89.64,57,6,2.8,scattered clouds
527,Banda Aceh,ID,5.5577,95.3222,82.71,74,73,13.49,scattered clouds
528,Seoul,KR,37.5683,126.9778,67.57,73,40,10.36,scattered clouds
529,Port Moresby,PG,-9.4431,147.1797,90.82,62,40,11.5,scattered clouds
530,Acari,PE,-15.4311,-74.6158,64.51,71,50,2.24,scattered clouds
531,Qaqortoq,GL,60.7167,-46.0333,34.66,56,0,5.88,scattered clouds
532,Bereda,ES,43.2686,-7.5406,54.41,74,1,1.34,scattered clouds
533,Dabola,GN,10.75,-11.1167,70.11,97,66,0.72,scattered clouds
534,San Agustin,MX,20.5333,-103.4667,65.52,82,75,0.0,scattered clouds
535,Maracacume,BR,-2.0428,-45.9592,71.83,96,36,4.43,scattered clouds
536,Haines Junction,CA,60.7522,-137.5108,40.95,70,100,2.3,scattered clouds
537,Wufeng,CN,27.45,104.8333,65.88,77,78,2.89,scattered clouds
538,Santiago,CL,-33.4569,-70.6483,56.28,78,75,8.05,scattered clouds
539,Shitkino,RU,56.3703,98.3543,30.49,83,100,1.25,scattered clouds
540,Braedstrup,DK,55.9708,9.6085,51.64,96,100,4.72,scattered clouds
541,Keetmanshoop,NA,-26.5833,18.1333,55.69,57,0,3.36,scattered clouds
542,Benghazi,LY,32.1167,20.0667,74.86,66,100,10.54,scattered clouds
543,Alamos,MX,27.0167,-108.9333,75.45,63,5,4.54,scattered clouds
544,Portales,US,34.1862,-103.3344,62.02,47,71,10.13,scattered clouds
545,Tingi,TZ,-11.3,35.0333,61.3,56,5,4.59,scattered clouds
546,Abu Kamal,SY,34.4506,40.9171,79.27,19,0,9.55,scattered clouds
547,Energeticheskiy,KZ,43.4278,77.0222,63.16,29,75,4.47,scattered clouds
548,Shiyan,CN,32.6475,110.7781,53.89,89,100,12.8,scattered clouds
549,Nelson Bay,AU,-32.7167,152.15,71.65,61,34,9.66,scattered clouds
550,San Clemente,US,33.427,-117.612,72.95,87,5,1.99,scattered clouds
551,Kesinga,IN,20.2,83.2333,78.73,87,94,3.4,scattered clouds
552,Belyy Yar,RU,53.6039,91.3903,39.09,62,0,2.24,scattered clouds
553,Gimli,CA,50.6336,-96.9907,59.02,88,38,8.05,scattered clouds
554,Kargala,RU,56.6208,83.9607,40.53,52,34,3.4,scattered clouds
555,Bilma,NE,18.6853,12.9164,82.53,19,0,10.54,scattered clouds
556,Jibuti,DJ,11.5,42.5,79.57,69,63,9.51,scattered clouds
557,Niquelandia,BR,-14.4739,-48.4597,73.11,76,68,1.72,scattered clouds
558,Hengshui,CN,37.7322,115.7011,53.42,30,98,15.79,scattered clouds
559,Khorramshahr,IR,30.4397,48.1664,76.96,57,0,2.3,scattered clouds
560,Brandfort,ZA,-28.7001,26.4597,45.81,14,75,3.15,scattered clouds
561,Jaisalmer,IN,26.9147,70.9181,85.15,45,0,8.77,scattered clouds
562,Tura,IN,25.5198,90.2201,78.33,81,100,2.26,scattered clouds
563,Kushima,JP,31.4583,131.2333,82.44,67,79,9.35,scattered clouds
564,Mizdah,LY,31.4451,12.9801,62.76,64,0,3.02,scattered clouds
565,Ledyard,US,41.4398,-72.0142,53.13,74,100,14.97,scattered clouds
566,Kulhudhuffushi,MV,6.6221,73.07,81.46,77,95,14.63,scattered clouds
567,Flinders,AU,-34.5833,150.8552,70.05,69,91,5.99,scattered clouds
568,Acarau,BR,-2.8856,-40.12,77.34,80,92,14.88,scattered clouds
569,Gizo,SB,-8.103,156.8419,84.52,69,100,4.25,scattered clouds
570,Kailua,US,21.4022,-157.7394,80.58,67,100,11.5,scattered clouds
571,Chumikan,RU,54.7183,135.315,40.08,33,98,9.57,scattered clouds
572,Tehri,IN,30.3833,78.4833,79.99,58,40,1.19,scattered clouds
573,Rena,NO,61.1348,11.3641,39.78,97,69,2.55,scattered clouds
574,Aloleng,PH,16.1307,119.7824,86.13,70,51,4.97,scattered clouds
575,San Fernando,PH,15.0286,120.6898,92.93,61,84,7.72,scattered clouds
576,Sistranda,NO,63.7256,8.834,49.96,84,100,12.62,scattered clouds
577,Marovoay,MG,-16.1,46.6333,73.2,53,0,8.16,scattered clouds
578,Parintins,BR,-2.6283,-56.7358,74.59,84,64,2.35,scattered clouds
579,Kokopo,PG,-4.352,152.2633,87.13,57,100,12.5,scattered clouds
580,Vilyuysk,RU,63.7553,121.6247,31.66,63,99,9.46,scattered clouds
581,Albolote,ES,37.2309,-3.6551,65.1,58,20,1.99,scattered clouds
582,Humboldt,US,40.6665,-123.9178,50.59,91,14,2.42,scattered clouds
583,Puerto Leguizamo,CO,-0.1934,-74.7819,75.7,74,86,0.81,scattered clouds
584,Colwyn Bay,GB,53.2948,-3.7267,59.95,3,100,20.0,scattered clouds
585,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.24,80,68,1.52,scattered clouds
586,Erzin,TR,36.9559,36.2,71.1,81,12,2.01,scattered clouds
587,Xining,CN,36.6167,101.7667,51.37,40,76,1.1,scattered clouds
588,Tashara,RU,55.5195,83.5094,40.03,55,59,2.46,scattered clouds
589,Rudnya,RU,54.947,31.0934,40.57,97,100,0.96,scattered clouds
590,Labuhan,ID,-6.8844,112.2051,86.83,60,88,2.08,scattered clouds
591,Burgersdorp,ZA,-30.9977,26.3286,53.78,71,81,7.2,scattered clouds
592,Karlshamn,SE,56.1706,14.8619,43.29,87,4,8.39,scattered clouds
593,Serafimovich,RU,49.5786,42.736,53.62,65,72,6.51,scattered clouds
594,Miyako,JP,39.6367,141.9525,72.45,72,99,11.05,scattered clouds
595,Cajamarca,PE,-7.1638,-78.5003,53.01,89,51,2.75,scattered clouds
596,Kasongo-Lunda,CD,-6.4667,16.8167,68.11,98,95,0.96,scattered clouds
597,Sicamous,CA,50.8331,-118.9856,54.57,64,0,3.85,scattered clouds
598,Ganeasa,RO,44.4833,26.2833,50.95,72,0,5.75,scattered clouds
599,Juruti,BR,-2.1522,-56.0922,75.29,80,76,2.68,scattered clouds
600,Beyneu,KZ,45.3167,55.2,54.09,36,73,15.32,scattered clouds
601,Bhinga,IN,27.7167,81.9333,84.34,66,23,14.61,scattered clouds
602,Ayagoz,KZ,47.9714,80.4392,47.28,20,95,18.1,scattered clouds
603,Sweetwater,US,25.7634,-80.3731,80.01,78,20,5.75,scattered clouds
604,Itanhaem,BR,-24.1831,-46.7889,65.95,89,100,4.25,scattered clouds
605,Muros,ES,42.7762,-9.0603,58.08,94,6,3.2,scattered clouds
606,Sretensk,RU,52.2453,117.7093,39.56,26,10,5.88,scattered clouds
607,Naze,JP,28.3667,129.4833,83.32,72,33,5.57,scattered clouds
608,Sikasso,ML,10.9167,-7.0,72.39,94,25,3.89,scattered clouds
609,Santa Fe,AR,-31.6333,-60.7,64.0,51,45,5.99,scattered clouds
610,Jambi,ID,-1.6,103.6167,89.92,58,96,2.77,scattered clouds
611,Tanggu,CN,39.0211,117.6469,55.36,27,71,13.8,scattered clouds
612,Pavlohrad,UA,48.5167,35.8667,49.44,90,51,7.43,scattered clouds
613,Arkhangelsk,RU,64.5401,40.5433,41.11,93,100,11.18,scattered clouds
614,Tessalit,ML,20.1986,1.0114,84.94,15,0,13.09,scattered clouds
615,Kabalo,CD,-6.05,26.9167,69.44,86,15,3.4,scattered clouds
616,Magistralnyy,RU,56.1725,107.4458,34.63,57,89,2.51,scattered clouds
617,Leh,IN,34.1667,77.5833,45.66,44,3,5.37,scattered clouds
618,Ucluelet,CA,48.9329,-125.5528,55.09,93,73,3.02,scattered clouds
619,Viedma,AR,-40.8135,-62.9967,57.94,57,100,21.45,scattered clouds
620,Winnemucca,US,40.973,-117.7357,50.05,34,0,0.0,scattered clouds
621,Bowen,AU,-20.0167,148.2333,76.39,65,95,17.85,scattered clouds
622,Kieta,PG,-6.2167,155.6333,83.55,75,99,6.53,scattered clouds
623,Mananjary,MG,-21.2167,48.3333,69.1,78,9,8.97,scattered clouds
624,Aksha,RU,50.2814,113.2867,37.94,36,62,9.28,scattered clouds
625,Cordoba,AR,-31.4135,-64.1811,68.76,30,0,11.5,scattered clouds
626,Harstad,NO,68.799,16.5293,43.16,84,37,6.53,scattered clouds
627,Changde,CN,29.0464,111.6783,67.26,66,100,19.42,scattered clouds
628,Liverpool,GB,53.4106,-2.9779,59.52,87,100,14.97,scattered clouds
629,Goundam,ML,16.4145,-3.6708,90.59,26,24,6.87,scattered clouds
630,Betul,IN,21.9153,77.8961,76.82,68,89,9.69,scattered clouds
631,Jiuquan,CN,39.7432,98.5174,53.2,33,0,8.81,scattered clouds
632,Khandbari,NP,27.3747,87.2039,69.57,95,100,1.34,scattered clouds
633,Awash,ET,8.9833,40.1667,71.87,70,88,5.23,scattered clouds
634,Menongue,AO,-14.6585,17.691,59.13,32,23,3.4,scattered clouds
635,Ugoofaaru,MV,5.6667,73.0,79.9,80,100,13.31,scattered clouds
636,Raudeberg,NO,61.9875,5.1352,53.87,63,100,17.94,scattered clouds
637,Bajos De Haina,DO,18.4154,-70.0332,81.32,100,100,2.62,scattered clouds
638,Stony Plain,CA,53.5334,-114.0021,58.96,73,0,0.0,scattered clouds
639,Waipawa,NZ,-41.4122,175.5153,54.91,62,10,12.68,scattered clouds
640,San Rafael,AR,-34.6177,-68.3301,66.51,41,66,10.33,scattered clouds
641,Paamiut,GL,61.994,-49.6678,36.14,62,32,4.68,scattered clouds
642,Nara,JP,34.6851,135.8049,87.96,40,74,9.04,scattered clouds
643,Longhua,CN,23.6137,114.1919,98.49,40,2,1.68,scattered clouds
644,Burns Lake,CA,54.2331,-125.7533,38.62,74,88,2.75,scattered clouds
645,Koulamoutou,GA,-1.1303,12.4736,68.76,99,99,1.36,scattered clouds
646,Tabas,IR,33.5959,56.9244,81.73,19,0,0.45,scattered clouds
647,Uvalde,US,29.3669,-99.767,66.13,52,0,0.0,scattered clouds
648,Doboj,BA,44.7347,18.0878,48.69,80,22,3.91,scattered clouds
649,Morehead,US,37.2711,-87.1764,56.79,95,0,0.0,scattered clouds
650,Bartica,GY,6.4,-58.6167,73.72,97,96,0.27,scattered clouds
651,Gat,IL,31.61,34.7642,74.39,100,0,2.59,scattered clouds
652,San Isidro,PE,-12.1167,-77.05,62.02,83,100,11.5,scattered clouds
653,Solnechnyy,RU,50.7214,136.6319,35.78,66,100,12.03,scattered clouds
654,Helena,US,46.5927,-112.0361,54.59,86,0,5.75,scattered clouds
655,Huilong,CN,31.8111,121.655,70.93,79,100,22.41,scattered clouds
656,Jining,CN,35.405,116.5814,53.73,45,100,12.46,scattered clouds
657,Lindsay,US,36.203,-119.0882,75.0,66,0,0.0,scattered clouds
658,Norwich,GB,52.6278,1.2983,57.92,92,100,8.05,scattered clouds
659,Monrovia,LR,6.3005,-10.7969,75.29,90,61,4.34,scattered clouds
660,Sakaiminato,JP,35.55,133.2333,85.93,61,75,14.97,scattered clouds
661,Telgte,DE,51.9833,7.7833,51.35,96,0,4.61,scattered clouds
662,Quime,BO,-16.9833,-67.2167,50.4,88,88,2.28,scattered clouds
663,Hare Bay,CA,48.8499,-54.0148,38.55,85,4,5.5,scattered clouds
664,Paka,MY,4.6374,103.4368,87.73,70,40,0.0,scattered clouds
665,Marystown,CA,47.1666,-55.1483,44.02,71,11,6.64,scattered clouds
666,Progreso,MX,21.2833,-89.6667,78.91,74,9,9.55,scattered clouds
667,Chimbote,PE,-9.0853,-78.5783,60.89,89,49,8.01,scattered clouds
668,Sucua,EC,-2.4667,-78.1667,65.14,95,72,4.0,scattered clouds
669,Kamaishi,JP,39.2667,141.8833,70.52,82,100,13.87,scattered clouds
670,Ambulu,ID,-8.345,113.6058,81.99,71,92,6.67,scattered clouds
671,Bat Khela,PK,34.6167,71.9714,76.69,40,0,3.78,scattered clouds
672,Chillan,CL,-36.6066,-72.1034,44.92,93,75,4.61,scattered clouds
673,Aksu,CN,41.1231,80.2644,61.41,35,96,11.92,scattered clouds
674,Xai-Xai,MZ,-25.0519,33.6442,70.83,71,0,3.06,scattered clouds
675,Cacule,BR,-14.5033,-42.2222,72.0,64,25,7.74,scattered clouds
676,Chernyshevskiy,RU,63.0128,112.4714,30.83,55,27,7.4,scattered clouds
677,Ayan,RU,56.45,138.1667,37.58,42,97,15.12,scattered clouds
678,Finnsnes,NO,69.2296,17.9811,29.01,88,45,3.06,scattered clouds
679,Altay,CN,47.8667,88.1167,49.5,13,78,2.21,scattered clouds
680,Sari,IR,36.5633,53.0601,74.28,56,3,5.57,scattered clouds
